district_id,district_name,year,month,week,cases
CG,Cần Giờ,2023,4,14,16
CC,Củ Chi,2023,4,14,106
GV,Gò Vấp,2023,4,14,145
HM,Hóc Môn,2023,4,14,116
NB,Nhà Bè,2023,4,14,50
PN,Phú Nhuận,2023,4,14,16
Q1,Quận 1,2023,4,14,27
Q10,Quận 10,2023,4,14,22
Q11,Quận 11,2023,4,14,31
Q12,Quận 12,2023,4,14,128
Q3,Quận 3,2023,4,14,20
Q4,Quận 4,2023,4,14,43
Q5,Quận 5,2023,4,14,23
Q6,Quận 6,2023,4,14,30
Q7,Quận 7,2023,4,14,54
Q8,Quận 8,2023,4,14,69
TB,Tân Bình,2023,4,14,82
TP,Tân Phú,2023,4,14,69
TD,Thủ Đức,2023,4,14,274
BC,Bình Chánh,2023,4,15,210
BT,Bình Tân,2023,4,15,155
BTH,Bình Thạnh,2023,4,15,84
CG,Cần Giờ,2023,4,15,23
CC,Củ Chi,2023,4,15,115
GV,Gò Vấp,2023,4,15,119
HM,Hóc Môn,2023,4,15,100
NB,Nhà Bè,2023,4,15,34
PN,Phú Nhuận,2023,4,15,15
Q1,Quận 1,2023,4,15,22
Q10,Quận 10,2023,4,15,22
Q11,Quận 11,2023,4,15,28
Q12,Quận 12,2023,4,15,112
Q3,Quận 3,2023,4,15,15
Q4,Quận 4,2023,4,15,26
Q5,Quận 5,2023,4,15,26
Q6,Quận 6,2023,4,15,33
Q7,Quận 7,2023,4,15,51
Q8,Quận 8,2023,4,15,79
TB,Tân Bình,2023,4,15,72
TP,Tân Phú,2023,4,15,80
TD,Thủ Đức,2023,4,15,273
BC,Bình Chánh,2023,4,16,212
BT,Bình Tân,2023,4,16,155
BTH,Bình Thạnh,2023,4,16,85
CG,Cần Giờ,2023,4,16,10
CC,Củ Chi,2023,4,16,99
GV,Gò Vấp,2023,4,16,104
HM,Hóc Môn,2023,4,16,119
NB,Nhà Bè,2023,4,16,50
PN,Phú Nhuận,2023,4,16,17
Q1,Quận 1,2023,4,16,34
Q10,Quận 10,2023,4,16,23
Q11,Quận 11,2023,4,16,37
Q12,Quận 12,2023,4,16,120
Q3,Quận 3,2023,4,16,18
Q4,Quận 4,2023,4,16,29
Q5,Quận 5,2023,4,16,23
Q6,Quận 6,2023,4,16,31
Q7,Quận 7,2023,4,16,79
Q8,Quận 8,2023,4,16,72
TB,Tân Bình,2023,4,16,90
TP,Tân Phú,2023,4,16,80
TD,Thủ Đức,2023,4,16,257
BC,Bình Chánh,2023,4,17,195
BT,Bình Tân,2023,4,17,162
BTH,Bình Thạnh,2023,4,17,86
CG,Cần Giờ,2023,4,17,23
CC,Củ Chi,2023,4,17,110
GV,Gò Vấp,2023,4,17,126
HM,Hóc Môn,2023,4,17,119
NB,Nhà Bè,2023,4,17,51
PN,Phú Nhuận,2023,4,17,25
Q1,Quận 1,2023,4,17,30
Q10,Quận 10,2023,4,17,25
Q11,Quận 11,2023,4,17,39
Q12,Quận 12,2023,4,17,132
Q3,Quận 3,2023,4,17,20
Q4,Quận 4,2023,4,17,22
Q5,Quận 5,2023,4,17,33
Q6,Quận 6,2023,4,17,36
Q7,Quận 7,2023,4,17,62
Q8,Quận 8,2023,4,17,79
TB,Tân Bình,2023,4,17,92
TP,Tân Phú,2023,4,17,98
TD,Thủ Đức,2023,4,17,287
BC,Bình Chánh,2023,4,18,212
BT,Bình Tân,2023,4,18,184
BTH,Bình Thạnh,2023,4,18,97
CG,Cần Giờ,2023,4,18,9
CC,Củ Chi,2023,4,18,112
GV,Gò Vấp,2023,4,18,147
HM,Hóc Môn,2023,4,18,118
NB,Nhà Bè,2023,4,18,56
PN,Phú Nhuận,2023,4,18,22
Q1,Quận 1,2023,4,18,22
Q10,Quận 10,2023,4,18,35
Q11,Quận 11,2023,4,18,39
Q12,Quận 12,2023,4,18,137
Q3,Quận 3,2023,4,18,23
Q4,Quận 4,2023,4,18,43
Q5,Quận 5,2023,4,18,16
Q6,Quận 6,2023,4,18,49
Q7,Quận 7,2023,4,18,72
Q8,Quận 8,2023,4,18,70
TB,Tân Bình,2023,4,18,113
TP,Tân Phú,2023,4,18,95
TD,Thủ Đức,2023,4,18,268
BC,Bình Chánh,2023,5,19,237
BT,Bình Tân,2023,5,19,194
BTH,Bình Thạnh,2023,5,19,95
CG,Cần Giờ,2023,5,19,18
CC,Củ Chi,2023,5,19,109
GV,Gò Vấp,2023,5,19,161
HM,Hóc Môn,2023,5,19,126
NB,Nhà Bè,2023,5,19,38
PN,Phú Nhuận,2023,5,19,16
Q1,Quận 1,2023,5,19,28
Q10,Quận 10,2023,5,19,26
Q11,Quận 11,2023,5,19,39
Q12,Quận 12,2023,5,19,140
Q3,Quận 3,2023,5,19,25
Q4,Quận 4,2023,5,19,36
Q5,Quận 5,2023,5,19,25
Q6,Quận 6,2023,5,19,52
Q7,Quận 7,2023,5,19,62
Q8,Quận 8,2023,5,19,70
TB,Tân Bình,2023,5,19,87
TP,Tân Phú,2023,5,19,93
TD,Thủ Đức,2023,5,19,262
BC,Bình Chánh,2023,5,20,234
BT,Bình Tân,2023,5,20,191
BTH,Bình Thạnh,2023,5,20,106
CG,Cần Giờ,2023,5,20,14
CC,Củ Chi,2023,5,20,119
GV,Gò Vấp,2023,5,20,137
HM,Hóc Môn,2023,5,20,140
NB,Nhà Bè,2023,5,20,62
PN,Phú Nhuận,2023,5,20,24
Q1,Quận 1,2023,5,20,28
Q10,Quận 10,2023,5,20,37
Q11,Quận 11,2023,5,20,38
Q12,Quận 12,2023,5,20,124
Q3,Quận 3,2023,5,20,23
Q4,Quận 4,2023,5,20,35
Q5,Quận 5,2023,5,20,21
Q6,Quận 6,2023,5,20,40
Q7,Quận 7,2023,5,20,67
Q8,Quận 8,2023,5,20,59
TB,Tân Bình,2023,5,20,106
TP,Tân Phú,2023,5,20,90
TD,Thủ Đức,2023,5,20,281
BC,Bình Chánh,2023,5,21,235
BT,Bình Tân,2023,5,21,213
BTH,Bình Thạnh,2023,5,21,102
CG,Cần Giờ,2023,5,21,25
CC,Củ Chi,2023,5,21,111
GV,Gò Vấp,2023,5,21,146
HM,Hóc Môn,2023,5,21,153
NB,Nhà Bè,2023,5,21,53
PN,Phú Nhuận,2023,5,21,28
Q1,Quận 1,2023,5,21,30
Q10,Quận 10,2023,5,21,44
Q11,Quận 11,2023,5,21,50
Q12,Quận 12,2023,5,21,141
Q3,Quận 3,2023,5,21,22
Q4,Quận 4,2023,5,21,29
Q5,Quận 5,2023,5,21,31
Q6,Quận 6,2023,5,21,44
Q7,Quận 7,2023,5,21,74
Q8,Quận 8,2023,5,21,85
TB,Tân Bình,2023,5,21,100
TP,Tân Phú,2023,5,21,99
TD,Thủ Đức,2023,5,21,322
BC,Bình Chánh,2023,5,22,244
BT,Bình Tân,2023,5,22,184
BTH,Bình Thạnh,2023,5,22,108
CG,Cần Giờ,2023,5,22,23
CC,Củ Chi,2023,5,22,123
GV,Gò Vấp,2023,5,22,138
HM,Hóc Môn,2023,5,22,114
NB,Nhà Bè,2023,5,22,59
PN,Phú Nhuận,2023,5,22,24
Q1,Quận 1,2023,5,22,45
Q10,Quận 10,2023,5,22,44
Q11,Quận 11,2023,5,22,42
Q12,Quận 12,2023,5,22,154
Q3,Quận 3,2023,5,22,26
Q4,Quận 4,2023,5,22,41
Q5,Quận 5,2023,5,22,29
Q6,Quận 6,2023,5,22,46
Q7,Quận 7,2023,5,22,88
Q8,Quận 8,2023,5,22,95
TB,Tân Bình,2023,5,22,108
TP,Tân Phú,2023,5,22,107
TD,Thủ Đức,2023,5,22,269
BC,Bình Chánh,2023,6,23,269
BT,Bình Tân,2023,6,23,219
BTH,Bình Thạnh,2023,6,23,137
CG,Cần Giờ,2023,6,23,26
CC,Củ Chi,2023,6,23,134
GV,Gò Vấp,2023,6,23,165
HM,Hóc Môn,2023,6,23,174
NB,Nhà Bè,2023,6,23,63
PN,Phú Nhuận,2023,6,23,21
Q1,Quận 1,2023,6,23,31
Q10,Quận 10,2023,6,23,29
Q11,Quận 11,2023,6,23,30
Q12,Quận 12,2023,6,23,131
Q3,Quận 3,2023,6,23,27
Q4,Quận 4,2023,6,23,31
Q5,Quận 5,2023,6,23,48
Q6,Quận 6,2023,6,23,43
Q7,Quận 7,2023,6,23,92
Q8,Quận 8,2023,6,23,66
TB,Tân Bình,2023,6,23,114
TP,Tân Phú,2023,6,23,103
TD,Thủ Đức,2023,6,23,331
BC,Bình Chánh,2023,6,24,256
BT,Bình Tân,2023,6,24,209
BTH,Bình Thạnh,2023,6,24,114
CG,Cần Giờ,2023,6,24,12
CC,Củ Chi,2023,6,24,148
GV,Gò Vấp,2023,6,24,152
HM,Hóc Môn,2023,6,24,135
NB,Nhà Bè,2023,6,24,58
PN,Phú Nhuận,2023,6,24,17
Q1,Quận 1,2023,6,24,38
Q10,Quận 10,2023,6,24,36
Q11,Quận 11,2023,6,24,39
Q12,Quận 12,2023,6,24,156
Q3,Quận 3,2023,6,24,26
Q4,Quận 4,2023,6,24,45
Q5,Quận 5,2023,6,24,24
Q6,Quận 6,2023,6,24,48
Q7,Quận 7,2023,6,24,84
Q8,Quận 8,2023,6,24,96
TB,Tân Bình,2023,6,24,120
TP,Tân Phú,2023,6,24,106
TD,Thủ Đức,2023,6,24,333
BC,Bình Chánh,2023,6,25,285
BT,Bình Tân,2023,6,25,235
BTH,Bình Thạnh,2023,6,25,119
CG,Cần Giờ,2023,6,25,27
CC,Củ Chi,2023,6,25,146
GV,Gò Vấp,2023,6,25,175
HM,Hóc Môn,2023,6,25,176
NB,Nhà Bè,2023,6,25,63
PN,Phú Nhuận,2023,6,25,25
Q1,Quận 1,2023,6,25,32
Q10,Quận 10,2023,6,25,45
Q11,Quận 11,2023,6,25,56
Q12,Quận 12,2023,6,25,174
Q3,Quận 3,2023,6,25,31
Q4,Quận 4,2023,6,25,47
Q5,Quận 5,2023,6,25,28
Q6,Quận 6,2023,6,25,58
Q7,Quận 7,2023,6,25,93
Q8,Quận 8,2023,6,25,98
TB,Tân Bình,2023,6,25,114
TP,Tân Phú,2023,6,25,119
TD,Thủ Đức,2023,6,25,360
BC,Bình Chánh,2023,6,26,283
BT,Bình Tân,2023,6,26,248
BTH,Bình Thạnh,2023,6,26,133
CG,Cần Giờ,2023,6,26,26
CC,Củ Chi,2023,6,26,134
GV,Gò Vấp,2023,6,26,158
HM,Hóc Môn,2023,6,26,181
NB,Nhà Bè,2023,6,26,72
PN,Phú Nhuận,2023,6,26,27
Q1,Quận 1,2023,6,26,33
Q10,Quận 10,2023,6,26,34
Q11,Quận 11,2023,6,26,48
Q12,Quận 12,2023,6,26,167
Q3,Quận 3,2023,6,26,24
Q4,Quận 4,2023,6,26,60
Q5,Quận 5,2023,6,26,41
Q6,Quận 6,2023,6,26,56
Q7,Quận 7,2023,6,26,67
Q8,Quận 8,2023,6,26,99
TB,Tân Bình,2023,6,26,142
TP,Tân Phú,2023,6,26,107
TD,Thủ Đức,2023,6,26,350
BC,Bình Chánh,2023,7,27,306
BT,Bình Tân,2023,7,27,257
BTH,Bình Thạnh,2023,7,27,124
CG,Cần Giờ,2023,7,27,21
CC,Củ Chi,2023,7,27,155
GV,Gò Vấp,2023,7,27,184
HM,Hóc Môn,2023,7,27,180
NB,Nhà Bè,2023,7,27,72
PN,Phú Nhuận,2023,7,27,25
Q1,Quận 1,2023,7,27,28
Q10,Quận 10,2023,7,27,51
Q11,Quận 11,2023,7,27,36
Q12,Quận 12,2023,7,27,180
Q3,Quận 3,2023,7,27,21
Q4,Quận 4,2023,7,27,48
Q5,Quận 5,2023,7,27,30
Q6,Quận 6,2023,7,27,57
Q7,Quận 7,2023,7,27,110
Q8,Quận 8,2023,7,27,100
TB,Tân Bình,2023,7,27,129
TP,Tân Phú,2023,7,27,128
TD,Thủ Đức,2023,7,27,358
BC,Bình Chánh,2023,7,28,295
BT,Bình Tân,2023,7,28,247
BTH,Bình Thạnh,2023,7,28,137
CG,Cần Giờ,2023,7,28,23
CC,Củ Chi,2023,7,28,150
GV,Gò Vấp,2023,7,28,193
HM,Hóc Môn,2023,7,28,159
NB,Nhà Bè,2023,7,28,59
PN,Phú Nhuận,2023,7,28,32
Q1,Quận 1,2023,7,28,38
Q10,Quận 10,2023,7,28,44
Q11,Quận 11,2023,7,28,47
Q12,Quận 12,2023,7,28,192
Q3,Quận 3,2023,7,28,22
Q4,Quận 4,2023,7,28,35
Q5,Quận 5,2023,7,28,37
Q6,Quận 6,2023,7,28,45
Q7,Quận 7,2023,7,28,76
Q8,Quận 8,2023,7,28,104
TB,Tân Bình,2023,7,28,136
TP,Tân Phú,2023,7,28,100
TD,Thủ Đức,2023,7,28,395
BC,Bình Chánh,2023,7,29,302
BT,Bình Tân,2023,7,29,280
BTH,Bình Thạnh,2023,7,29,141
CG,Cần Giờ,2023,7,29,24
CC,Củ Chi,2023,7,29,157
GV,Gò Vấp,2023,7,29,199
HM,Hóc Môn,2023,7,29,175
NB,Nhà Bè,2023,7,29,55
PN,Phú Nhuận,2023,7,29,33
Q1,Quận 1,2023,7,29,43
Q10,Quận 10,2023,7,29,48
Q11,Quận 11,2023,7,29,47
Q12,Quận 12,2023,7,29,170
Q3,Quận 3,2023,7,29,28
Q4,Quận 4,2023,7,29,43
Q5,Quận 5,2023,7,29,29
Q6,Quận 6,2023,7,29,56
Q7,Quận 7,2023,7,29,79
Q8,Quận 8,2023,7,29,103
TB,Tân Bình,2023,7,29,140
TP,Tân Phú,2023,7,29,136
TD,Thủ Đức,2023,7,29,403
BC,Bình Chánh,2023,7,30,299
BT,Bình Tân,2023,7,30,267
BTH,Bình Thạnh,2023,7,30,138
CG,Cần Giờ,2023,7,30,20
CC,Củ Chi,2023,7,30,147
GV,Gò Vấp,2023,7,30,182
HM,Hóc Môn,2023,7,30,187
NB,Nhà Bè,2023,7,30,85
PN,Phú Nhuận,2023,7,30,28
Q1,Quận 1,2023,7,30,41
Q10,Quận 10,2023,7,30,45
Q11,Quận 11,2023,7,30,48
Q12,Quận 12,2023,7,30,168
Q3,Quận 3,2023,7,30,29
Q4,Quận 4,2023,7,30,53
Q5,Quận 5,2023,7,30,44
Q6,Quận 6,2023,7,30,60
Q7,Quận 7,2023,7,30,105
Q8,Quận 8,2023,7,30,101
TB,Tân Bình,2023,7,30,122
TP,Tân Phú,2023,7,30,171
TD,Thủ Đức,2023,7,30,417
BC,Bình Chánh,2023,7,31,321
BT,Bình Tân,2023,7,31,271
BTH,Bình Thạnh,2023,7,31,150
CG,Cần Giờ,2023,7,31,19
CC,Củ Chi,2023,7,31,156
GV,Gò Vấp,2023,7,31,197
HM,Hóc Môn,2023,7,31,184
NB,Nhà Bè,2023,7,31,78
PN,Phú Nhuận,2023,7,31,29
Q1,Quận 1,2023,7,31,40
Q10,Quận 10,2023,7,31,46
Q11,Quận 11,2023,7,31,58
Q12,Quận 12,2023,7,31,203
Q3,Quận 3,2023,7,31,36
Q4,Quận 4,2023,7,31,46
Q5,Quận 5,2023,7,31,38
Q6,Quận 6,2023,7,31,55
Q7,Quận 7,2023,7,31,98
Q8,Quận 8,2023,7,31,88
TB,Tân Bình,2023,7,31,150
TP,Tân Phú,2023,7,31,127
TD,Thủ Đức,2023,7,31,377
BC,Bình Chánh,2023,8,32,311
BT,Bình Tân,2023,8,32,256
BTH,Bình Thạnh,2023,8,32,119
CG,Cần Giờ,2023,8,32,28
CC,Củ Chi,2023,8,32,163
GV,Gò Vấp,2023,8,32,185
HM,Hóc Môn,2023,8,32,164
NB,Nhà Bè,2023,8,32,79
PN,Phú Nhuận,2023,8,32,39
Q1,Quận 1,2023,8,32,58
Q10,Quận 10,2023,8,32,35
Q11,Quận 11,2023,8,32,45
Q12,Quận 12,2023,8,32,198
Q3,Quận 3,2023,8,32,43
Q4,Quận 4,2023,8,32,44
Q5,Quận 5,2023,8,32,31
Q6,Quận 6,2023,8,32,52
Q7,Quận 7,2023,8,32,90
Q8,Quận 8,2023,8,32,135
TB,Tân Bình,2023,8,32,139
TP,Tân Phú,2023,8,32,119
TD,Thủ Đức,2023,8,32,428
BC,Bình Chánh,2023,8,33,330
BT,Bình Tân,2023,8,33,271
BTH,Bình Thạnh,2023,8,33,142
CG,Cần Giờ,2023,8,33,30
CC,Củ Chi,2023,8,33,162
GV,Gò Vấp,2023,8,33,193
HM,Hóc Môn,2023,8,33,179
NB,Nhà Bè,2023,8,33,82
PN,Phú Nhuận,2023,8,33,31
Q1,Quận 1,2023,8,33,30
Q10,Quận 10,2023,8,33,43
Q11,Quận 11,2023,8,33,46
Q12,Quận 12,2023,8,33,190
Q3,Quận 3,2023,8,33,26
Q4,Quận 4,2023,8,33,46
Q5,Quận 5,2023,8,33,37
Q6,Quận 6,2023,8,33,72
Q7,Quận 7,2023,8,33,111
Q8,Quận 8,2023,8,33,119
TB,Tân Bình,2023,8,33,142
TP,Tân Phú,2023,8,33,138
TD,Thủ Đức,2023,8,33,434
BC,Bình Chánh,2023,8,34,314
BT,Bình Tân,2023,8,34,261
BTH,Bình Thạnh,2023,8,34,155
CG,Cần Giờ,2023,8,34,27
CC,Củ Chi,2023,8,34,174
GV,Gò Vấp,2023,8,34,190
HM,Hóc Môn,2023,8,34,197
NB,Nhà Bè,2023,8,34,70
PN,Phú Nhuận,2023,8,34,37
Q1,Quận 1,2023,8,34,38
Q10,Quận 10,2023,8,34,47
Q11,Quận 11,2023,8,34,58
Q12,Quận 12,2023,8,34,195
Q3,Quận 3,2023,8,34,28
Q4,Quận 4,2023,8,34,52
Q5,Quận 5,2023,8,34,35
Q6,Quận 6,2023,8,34,64
Q7,Quận 7,2023,8,34,106
Q8,Quận 8,2023,8,34,116
TB,Tân Bình,2023,8,34,133
TP,Tân Phú,2023,8,34,123
TD,Thủ Đức,2023,8,34,429
BC,Bình Chánh,2023,8,35,339
BT,Bình Tân,2023,8,35,261
BTH,Bình Thạnh,2023,8,35,165
CG,Cần Giờ,2023,8,35,36
CC,Củ Chi,2023,8,35,184
GV,Gò Vấp,2023,8,35,209
HM,Hóc Môn,2023,8,35,186
NB,Nhà Bè,2023,8,35,71
PN,Phú Nhuận,2023,8,35,33
Q1,Quận 1,2023,8,35,41
Q10,Quận 10,2023,8,35,35
Q11,Quận 11,2023,8,35,45
Q12,Quận 12,2023,8,35,183
Q3,Quận 3,2023,8,35,30
Q4,Quận 4,2023,8,35,53
Q5,Quận 5,2023,8,35,51
Q6,Quận 6,2023,8,35,55
Q7,Quận 7,2023,8,35,98
Q8,Quận 8,2023,8,35,119
TB,Tân Bình,2023,8,35,154
TP,Tân Phú,2023,8,35,159
TD,Thủ Đức,2023,8,35,410
BC,Bình Chánh,2023,9,36,323
BT,Bình Tân,2023,9,36,256
BTH,Bình Thạnh,2023,9,36,149
CG,Cần Giờ,2023,9,36,24
CC,Củ Chi,2023,9,36,181
GV,Gò Vấp,2023,9,36,202
HM,Hóc Môn,2023,9,36,222
NB,Nhà Bè,2023,9,36,86
PN,Phú Nhuận,2023,9,36,30
Q1,Quận 1,2023,9,36,46
Q10,Quận 10,2023,9,36,48
Q11,Quận 11,2023,9,36,53
Q12,Quận 12,2023,9,36,192
Q3,Quận 3,2023,9,36,36
Q4,Quận 4,2023,9,36,48
Q5,Quận 5,2023,9,36,33
Q6,Quận 6,2023,9,36,77
Q7,Quận 7,2023,9,36,111
Q8,Quận 8,2023,9,36,139
TB,Tân Bình,2023,9,36,140
TP,Tân Phú,2023,9,36,141
TD,Thủ Đức,2023,9,36,410
BC,Bình Chánh,2023,9,37,353
BT,Bình Tân,2023,9,37,265
BTH,Bình Thạnh,2023,9,37,163
CG,Cần Giờ,2023,9,37,22
CC,Củ Chi,2023,9,37,197
GV,Gò Vấp,2023,9,37,197
HM,Hóc Môn,2023,9,37,200
NB,Nhà Bè,2023,9,37,65
PN,Phú Nhuận,2023,9,37,29
Q1,Quận 1,2023,9,37,47
Q10,Quận 10,2023,9,37,60
Q11,Quận 11,2023,9,37,62
Q12,Quận 12,2023,9,37,202
Q3,Quận 3,2023,9,37,35
Q4,Quận 4,2023,9,37,59
Q5,Quận 5,2023,9,37,38
Q6,Quận 6,2023,9,37,61
Q7,Quận 7,2023,9,37,110
Q8,Quận 8,2023,9,37,102
TB,Tân Bình,2023,9,37,145
TP,Tân Phú,2023,9,37,140
TD,Thủ Đức,2023,9,37,445
BC,Bình Chánh,2023,9,38,304
BT,Bình Tân,2023,9,38,280
BTH,Bình Thạnh,2023,9,38,141
CG,Cần Giờ,2023,9,38,32
CC,Củ Chi,2023,9,38,164
GV,Gò Vấp,2023,9,38,210
HM,Hóc Môn,2023,9,38,182
NB,Nhà Bè,2023,9,38,95
PN,Phú Nhuận,2023,9,38,36
Q1,Quận 1,2023,9,38,34
Q10,Quận 10,2023,9,38,43
Q11,Quận 11,2023,9,38,49
Q12,Quận 12,2023,9,38,189
Q3,Quận 3,2023,9,38,31
Q4,Quận 4,2023,9,38,43
Q5,Quận 5,2023,9,38,41
Q6,Quận 6,2023,9,38,61
Q7,Quận 7,2023,9,38,106
Q8,Quận 8,2023,9,38,123
TB,Tân Bình,2023,9,38,140
TP,Tân Phú,2023,9,38,131
TD,Thủ Đức,2023,9,38,419
BC,Bình Chánh,2023,9,39,323
BT,Bình Tân,2023,9,39,260
BTH,Bình Thạnh,2023,9,39,133
CG,Cần Giờ,2023,9,39,23
CC,Củ Chi,2023,9,39,186
GV,Gò Vấp,2023,9,39,209
HM,Hóc Môn,2023,9,39,170
NB,Nhà Bè,2023,9,39,74
PN,Phú Nhuận,2023,9,39,31
Q1,Quận 1,2023,9,39,39
Q10,Quận 10,2023,9,39,49
Q11,Quận 11,2023,9,39,45
Q12,Quận 12,2023,9,39,175
Q3,Quận 3,2023,9,39,29
Q4,Quận 4,2023,9,39,45
Q5,Quận 5,2023,9,39,41
Q6,Quận 6,2023,9,39,68
Q7,Quận 7,2023,9,39,108
Q8,Quận 8,2023,9,39,116
TB,Tân Bình,2023,9,39,131
TP,Tân Phú,2023,9,39,132
TD,Thủ Đức,2023,9,39,396
BC,Bình Chánh,2023,10,40,286
BT,Bình Tân,2023,10,40,265
BTH,Bình Thạnh,2023,10,40,138
CG,Cần Giờ,2023,10,40,27
CC,Củ Chi,2023,10,40,136
GV,Gò Vấp,2023,10,40,187
HM,Hóc Môn,2023,10,40,170
NB,Nhà Bè,2023,10,40,62
PN,Phú Nhuận,2023,10,40,23
Q1,Quận 1,2023,10,40,51
Q10,Quận 10,2023,10,40,51
Q11,Quận 11,2023,10,40,45
Q12,Quận 12,2023,10,40,170
Q3,Quận 3,2023,10,40,39
Q4,Quận 4,2023,10,40,57
Q5,Quận 5,2023,10,40,33
Q6,Quận 6,2023,10,40,58
Q7,Quận 7,2023,10,40,95
Q8,Quận 8,2023,10,40,114
TB,Tân Bình,2023,10,40,131
TP,Tân Phú,2023,10,40,146
TD,Thủ Đức,2023,10,40,412
BC,Bình Chánh,2023,10,41,315
BT,Bình Tân,2023,10,41,251
BTH,Bình Thạnh,2023,10,41,108
CG,Cần Giờ,2023,10,41,24
CC,Củ Chi,2023,10,41,145
GV,Gò Vấp,2023,10,41,221
HM,Hóc Môn,2023,10,41,192
NB,Nhà Bè,2023,10,41,80
PN,Phú Nhuận,2023,10,41,32
Q1,Quận 1,2023,10,41,50
Q10,Quận 10,2023,10,41,45
Q11,Quận 11,2023,10,41,36
Q12,Quận 12,2023,10,41,173
Q3,Quận 3,2023,10,41,27
Q4,Quận 4,2023,10,41,48
Q5,Quận 5,2023,10,41,34
Q6,Quận 6,2023,10,41,52
Q7,Quận 7,2023,10,41,86
Q8,Quận 8,2023,10,41,108
TB,Tân Bình,2023,10,41,130
TP,Tân Phú,2023,10,41,121
TD,Thủ Đức,2023,10,41,414
BC,Bình Chánh,2023,10,42,279
BT,Bình Tân,2023,10,42,242
BTH,Bình Thạnh,2023,10,42,128
CG,Cần Giờ,2023,10,42,27
CC,Củ Chi,2023,10,42,150
GV,Gò Vấp,2023,10,42,169
HM,Hóc Môn,2023,10,42,155
NB,Nhà Bè,2023,10,42,59
PN,Phú Nhuận,2023,10,42,38
Q1,Quận 1,2023,10,42,56
Q10,Quận 10,2023,10,42,46
Q11,Quận 11,2023,10,42,58
Q12,Quận 12,2023,10,42,177
Q3,Quận 3,2023,10,42,26
Q4,Quận 4,2023,10,42,50
Q5,Quận 5,2023,10,42,37
Q6,Quận 6,2023,10,42,40
Q7,Quận 7,2023,10,42,89
Q8,Quận 8,2023,10,42,100
TB,Tân Bình,2023,10,42,161
TP,Tân Phú,2023,10,42,128
TD,Thủ Đức,2023,10,42,416
BC,Bình Chánh,2023,10,43,309
BT,Bình Tân,2023,10,43,235
BTH,Bình Thạnh,2023,10,43,144
CG,Cần Giờ,2023,10,43,27
CC,Củ Chi,2023,10,43,161
GV,Gò Vấp,2023,10,43,176
HM,Hóc Môn,2023,10,43,167
NB,Nhà Bè,2023,10,43,67
PN,Phú Nhuận,2023,10,43,26
Q1,Quận 1,2023,10,43,31
Q10,Quận 10,2023,10,43,41
Q11,Quận 11,2023,10,43,42
Q12,Quận 12,2023,10,43,170
Q3,Quận 3,2023,10,43,41
Q4,Quận 4,2023,10,43,43
Q5,Quận 5,2023,10,43,35
Q6,Quận 6,2023,10,43,50
Q7,Quận 7,2023,10,43,74
Q8,Quận 8,2023,10,43,104
TB,Tân Bình,2023,10,43,129
TP,Tân Phú,2023,10,43,132
TD,Thủ Đức,2023,10,43,387
BC,Bình Chánh,2023,10,44,278
BT,Bình Tân,2023,10,44,214
BTH,Bình Thạnh,2023,10,44,138
CG,Cần Giờ,2023,10,44,22
CC,Củ Chi,2023,10,44,159
GV,Gò Vấp,2023,10,44,192
HM,Hóc Môn,2023,10,44,177
NB,Nhà Bè,2023,10,44,58
PN,Phú Nhuận,2023,10,44,21
Q1,Quận 1,2023,10,44,37
Q10,Quận 10,2023,10,44,33
Q11,Quận 11,2023,10,44,28
Q12,Quận 12,2023,10,44,168
Q3,Quận 3,2023,10,44,30
Q4,Quận 4,2023,10,44,57
Q5,Quận 5,2023,10,44,44
Q6,Quận 6,2023,10,44,49
Q7,Quận 7,2023,10,44,91
Q8,Quận 8,2023,10,44,91
TB,Tân Bình,2023,10,44,126
TP,Tân Phú,2023,10,44,108
TD,Thủ Đức,2023,10,44,368
BC,Bình Chánh,2023,11,45,288
BT,Bình Tân,2023,11,45,240
BTH,Bình Thạnh,2023,11,45,111
CG,Cần Giờ,2023,11,45,25
CC,Củ Chi,2023,11,45,139
GV,Gò Vấp,2023,11,45,163
HM,Hóc Môn,2023,11,45,148
NB,Nhà Bè,2023,11,45,56
PN,Phú Nhuận,2023,11,45,25
Q1,Quận 1,2023,11,45,34
Q10,Quận 10,2023,11,45,39
Q11,Quận 11,2023,11,45,56
Q12,Quận 12,2023,11,45,160
Q3,Quận 3,2023,11,45,30
Q4,Quận 4,2023,11,45,40
Q5,Quận 5,2023,11,45,42
Q6,Quận 6,2023,11,45,54
Q7,Quận 7,2023,11,45,81
Q8,Quận 8,2023,11,45,96
TB,Tân Bình,2023,11,45,119
TP,Tân Phú,2023,11,45,97
TD,Thủ Đức,2023,11,45,371
BC,Bình Chánh,2023,11,46,251
BT,Bình Tân,2023,11,46,232
BTH,Bình Thạnh,2023,11,46,121
CG,Cần Giờ,2023,11,46,10
CC,Củ Chi,2023,11,46,148
GV,Gò Vấp,2023,11,46,133
HM,Hóc Môn,2023,11,46,169
NB,Nhà Bè,2023,11,46,60
PN,Phú Nhuận,2023,11,46,25
Q1,Quận 1,2023,11,46,35
Q10,Quận 10,2023,11,46,33
Q11,Quận 11,2023,11,46,40
Q12,Quận 12,2023,11,46,158
Q3,Quận 3,2023,11,46,22
Q4,Quận 4,2023,11,46,39
Q5,Quận 5,2023,11,46,35
